Datetime;Open;High;Low;Close
2025-07-09 17:00:00;3311.906;3312.043;3311.305;3311.305
2025-07-09 17:01:00;3311.344;3311.871;3311.344;3311.441
2025-07-09 17:02:00;3311.448;3311.685;3310.912;3311.237
2025-07-09 17:03:00;3311.167;3311.56;3310.725;3311.061
2025-07-09 17:04:00;3311.059;3311.059;3309.754;3310.114
2025-07-09 17:05:00;3310.192;3311.704;3310.136;3311.636
2025-07-09 17:06:00;3311.626;3311.963;3311.279;3311.329
2025-07-09 17:07:00;3311.304;3312.013;3311.143;3311.374
2025-07-09 17:08:00;3311.347;3312.086;3311.347;3311.769
2025-07-09 17:09:00;3311.803;3313.077;3311.675;3313.05
2025-07-09 17:10:00;3313.065;3313.382;3312.658;3313.266
2025-07-09 17:11:00;3313.221;3314.216;3312.924;3314.072
2025-07-09 17:12:00;3314.038;3314.353;3313.884;3314.195
2025-07-09 17:13:00;3314.162;3314.616;3313.947;3314.445
2025-07-09 17:14:00;3314.414;3314.594;3313.816;3314.209
2025-07-09 17:15:00;3314.254;3314.305;3313.53;3313.573
2025-07-09 17:16:00;3313.545;3313.639;3312.724;3312.777
2025-07-09 17:17:00;3312.807;3313.176;3312.427;3312.626
2025-07-09 17:18:00;3312.66;3313.3;3312.518;3312.642
2025-07-09 17:19:00;3312.67;3312.705;3311.993;3312.324
2025-07-09 17:20:00;3312.334;3313.029;3312.12;3312.9
2025-07-09 17:21:00;3312.792;3312.897;3311.58;3311.948
2025-07-09 17:22:00;3312.005;3312.302;3311.683;3311.96
2025-07-09 17:23:00;3311.953;3311.998;3311.677;3311.758
2025-07-09 17:24:00;3311.754;3312.593;3311.725;3311.982
2025-07-09 17:25:00;3312.018;3312.026;3311.574;3311.651
2025-07-09 17:26:00;3311.683;3312.393;3311.478;3312.301
2025-07-09 17:27:00;3312.287;3312.486;3312.241;3312.433
2025-07-09 17:28:00;3312.477;3312.805;3312.092;3312.409
2025-07-09 17:29:00;3312.376;3312.487;3311.922;3312.395
2025-07-09 17:30:00;3312.357;3313.004;3312.244;3312.582
2025-07-09 17:31:00;3312.549;3312.549;3311.529;3311.934
2025-07-09 17:32:00;3311.934;3311.934;3310.578;3310.677
2025-07-09 17:33:00;3310.637;3310.885;3309.899;3310.143
2025-07-09 17:34:00;3310.183;3311.54;3310.183;3311.232
2025-07-09 17:35:00;3311.185;3311.361;3310.646;3310.858
2025-07-09 17:36:00;3310.827;3311.415;3310.704;3310.939
2025-07-09 17:37:00;3310.972;3311.155;3310.772;3310.969
2025-07-09 17:38:00;3311.013;3311.454;3310.925;3311.163
2025-07-09 17:39:00;3311.237;3311.237;3310.757;3311.008
2025-07-09 17:40:00;3310.972;3311.265;3310.751;3311.077
2025-07-09 17:41:00;3311.08;3311.396;3310.688;3311.03
2025-07-09 17:42:00;3311.051;3311.207;3310.789;3310.911
2025-07-09 17:43:00;3310.887;3311.177;3310.052;3310.526
2025-07-09 17:44:00;3310.481;3310.595;3310.194;3310.577
2025-07-09 17:45:00;3310.645;3310.645;3310.122;3310.534
2025-07-09 17:46:00;3310.541;3311.363;3310.463;3311.142
2025-07-09 17:47:00;3311.163;3311.178;3310.618;3310.649
2025-07-09 17:48:00;3310.672;3310.891;3310.629;3310.767
2025-07-09 17:49:00;3310.809;3310.953;3310.565;3310.953
2025-07-09 17:50:00;3310.966;3311.453;3310.89;3311.197
2025-07-09 17:51:00;3311.16;3311.19;3310.411;3310.411
2025-07-09 17:52:00;3310.364;3310.669;3310.298;3310.592
2025-07-09 17:53:00;3310.588;3310.934;3310.438;3310.523
2025-07-09 17:54:00;3310.53;3310.556;3310.004;3310.183
2025-07-09 17:55:00;3310.131;3310.131;3309.843;3309.888
2025-07-09 17:56:00;3309.868;3309.897;3308.829;3309.005
2025-07-09 17:57:00;3309.02;3309.187;3308.07;3308.177
2025-07-09 17:58:00;3308.171;3308.916;3308.171;3308.79
2025-07-09 17:59:00;3308.755;3309.498;3308.558;3309.498
2025-07-09 18:00:00;3309.57;3309.57;3308.081;3308.563
2025-07-09 18:01:00;3308.59;3309.556;3308.313;3309.21
2025-07-09 18:02:00;3309.174;3309.649;3308.492;3308.729
2025-07-09 18:03:00;3308.737;3309.078;3308.334;3308.446
2025-07-09 18:04:00;3308.44;3309.282;3308.351;3309.031
2025-07-09 18:05:00;3309.009;3309.113;3308.298;3308.675
2025-07-09 18:06:00;3308.725;3310.178;3308.701;3310.031
2025-07-09 18:07:00;3309.955;3310.727;3309.811;3310.704
2025-07-09 18:08:00;3310.677;3311.248;3310.533;3311.001
2025-07-09 18:09:00;3310.957;3311.131;3310.035;3310.378
2025-07-09 18:10:00;3310.323;3310.385;3309.8;3310.229
2025-07-09 18:11:00;3310.243;3310.727;3310.108;3310.154
2025-07-09 18:12:00;3310.158;3310.447;3310.018;3310.238
2025-07-09 18:13:00;3310.215;3310.815;3309.345;3309.498
2025-07-09 18:14:00;3309.539;3310.573;3309.514;3310.509
2025-07-09 18:15:00;3310.513;3311.09;3310.383;3310.74
2025-07-09 18:16:00;3310.781;3311.028;3310.616;3310.784
2025-07-09 18:17:00;3310.817;3311.507;3310.817;3311.408
2025-07-09 18:18:00;3311.378;3311.877;3311.092;3311.5
2025-07-09 18:19:00;3311.497;3311.869;3311.404;3311.796
2025-07-09 18:20:00;3311.74;3312.312;3311.74;3312.058
2025-07-09 18:21:00;3312.123;3313.086;3312.123;3313.018
2025-07-09 18:22:00;3313.014;3313.418;3312.982;3313.167
2025-07-09 18:23:00;3313.164;3313.683;3313.141;3313.41
2025-07-09 18:24:00;3313.415;3313.531;3311.658;3311.658
2025-07-09 18:25:00;3311.561;3311.967;3311.561;3311.656
2025-07-09 18:26:00;3311.737;3311.876;3311.564;3311.77
2025-07-09 18:27:00;3311.69;3311.711;3310.993;3311.064
2025-07-09 18:28:00;3311.051;3311.859;3311.051;3311.745
2025-07-09 18:29:00;3311.745;3311.867;3311.543;3311.731
2025-07-09 18:30:00;3311.764;3312.04;3311.417;3311.939
2025-07-09 18:31:00;3311.904;3311.999;3311.574;3311.912
2025-07-09 18:32:00;3311.977;3312.515;3311.559;3311.737
2025-07-09 18:33:00;3311.775;3312.065;3311.727;3312.035
2025-07-09 18:34:00;3312.066;3312.331;3311.85;3312.191
2025-07-09 18:35:00;3312.157;3312.282;3311.783;3311.832
2025-07-09 18:36:00;3311.88;3312.146;3311.759;3311.984
2025-07-09 18:37:00;3311.983;3312.282;3311.886;3311.967
2025-07-09 18:38:00;3311.952;3312.014;3311.518;3311.609
2025-07-09 18:39:00;3311.616;3311.617;3310.552;3310.783
2025-07-09 18:40:00;3310.76;3311.059;3310.293;3310.789
2025-07-09 18:41:00;3310.814;3311.404;3310.63;3311.36
2025-07-09 18:42:00;3311.325;3311.376;3310.803;3311.054
2025-07-09 18:43:00;3311.094;3311.335;3310.744;3311.178
2025-07-09 18:44:00;3311.2;3311.216;3311.0;3311.178
2025-07-09 18:45:00;3311.193;3311.238;3310.128;3310.226
2025-07-09 18:46:00;3310.213;3310.949;3310.213;3310.949
2025-07-09 18:47:00;3310.974;3311.047;3310.682;3310.894
2025-07-09 18:48:00;3310.86;3311.011;3310.692;3310.9
2025-07-09 18:49:00;3310.935;3311.234;3310.739;3311.122
2025-07-09 18:50:00;3311.112;3311.249;3310.831;3311.07
2025-07-09 18:51:00;3311.113;3311.666;3310.974;3311.408
2025-07-09 18:52:00;3311.386;3311.991;3311.386;3311.746
2025-07-09 18:53:00;3311.712;3312.13;3311.712;3312.04
2025-07-09 18:54:00;3312.035;3312.144;3311.892;3312.089
2025-07-09 18:55:00;3312.045;3312.799;3311.986;3312.799
2025-07-09 18:56:00;3312.754;3313.214;3312.205;3313.214
2025-07-09 18:57:00;3313.172;3313.608;3312.714;3313.498
2025-07-09 18:58:00;3313.455;3313.523;3312.381;3312.412
2025-07-09 18:59:00;3312.453;3312.513;3311.136;3311.42
2025-07-09 19:00:00;3311.377;3311.958;3310.924;3311.807
2025-07-09 19:01:00;3311.779;3312.725;3311.656;3312.618
2025-07-09 19:02:00;3312.688;3312.688;3311.923;3312.15
2025-07-09 19:03:00;3312.171;3313.881;3312.062;3313.743
2025-07-09 19:04:00;3313.739;3315.469;3313.739;3315.033
2025-07-09 19:05:00;3314.981;3315.465;3314.701;3315.154
2025-07-09 19:06:00;3315.239;3315.428;3314.235;3314.638
2025-07-09 19:07:00;3314.639;3315.282;3314.361;3315.213
2025-07-09 19:08:00;3315.174;3315.337;3314.75;3314.819
2025-07-09 19:09:00;3314.859;3315.128;3314.859;3315.111
2025-07-09 19:10:00;3315.122;3315.501;3314.7;3315.146
2025-07-09 19:11:00;3315.118;3315.557;3315.045;3315.479
2025-07-09 19:12:00;3315.43;3316.222;3315.313;3315.997
2025-07-09 19:13:00;3315.995;3316.247;3315.669;3316.212
2025-07-09 19:14:00;3316.211;3316.211;3316.064;3316.091
2025-07-09 19:15:00;3316.092;3316.169;3315.339;3315.716
2025-07-09 19:16:00;3315.741;3316.443;3315.52;3316.307
2025-07-09 19:17:00;3316.317;3316.376;3315.8;3316.327
2025-07-09 19:18:00;3316.27;3316.343;3315.839;3315.937
2025-07-09 19:19:00;3315.871;3316.874;3315.772;3316.645
2025-07-09 19:20:00;3316.6;3316.806;3315.831;3315.913
2025-07-09 19:21:00;3315.96;3316.334;3315.578;3315.725
